oversamp	turnout	weight_ftf	source	vh12_source	vendorid	col0_abtid	cat.partyaffiliation	dispo	registration	prevote_reg	postvote_reg	regdate	e2012g	e2010g	e2008g	e2006g	namematch	cat.notatsample	birthyearmatch	vendorbirthyear	dobmatch	vendordob	cat.samezip9	cat.samestreet	cat.samezip5	cat.sametown	cat_voterstatus	vendor_num
1	NA	NA	3	3	xx-xxxxxxxx	12533	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12515	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	20443	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12522	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12537	NA	No adult citizen	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12504	NA	"Refusal, post-selection"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12503	NA	"Refusal, pre-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	20433	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	20439	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	0	1	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12539	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12533	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12546	NA	Selected respondent cannot speak Spanish or English	1	NA	NA	NA	0	1	0	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12510	NA	"Refusal, post-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	20435	NA	"Respondent not available, post-selection"	1	NA	NA	NA	1	0	1	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12539	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	20443	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12543	NA	No adult citizen	1	NA	NA	NA	1	1	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12524	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	20444	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12544	NA	"Breakoff, other reason"	1	NA	NA	NA	1	1	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12551	NA	No adult citizen	1	NA	NA	NA	1	1	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12522	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	0	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	20438	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12520	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12523	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12534	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	20444	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	12506	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	0	0	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12540	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12550	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12502	NA	Address does not have a permanently occupied household	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	20433	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12509	NA	No adult citizen	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12527	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12557	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12502	NA	Address does not have a permanently occupied household	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12510	NA	"Refusal, post-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12549	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12506	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12546	NA	Selected respondent cannot speak Spanish or English	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12537	NA	No adult citizen	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12527	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	20433	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12513	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	20444	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12533	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12525	NA	Address does not have a permanently occupied household	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12505	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12505	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12518	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12556	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12546	NA	Selected respondent cannot speak Spanish or English	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12549	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12530	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12511	NA	No adult citizen	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12550	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12528	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	12528	NA	"OS only, no Hispanic/AA"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	12506	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	Not voted	0.9076	3	3	xx-xxxxxxxx	12516	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	Not voted	0.9076	3	3	xx-xxxxxxxx	12516	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	1	1	1	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
1	Not voted	0.9076	3	3	xx-xxxxxxxx	12516	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	mismatch	0	mismatch	00/00/00	NA	NA	NA	NA	NA	1
1	Not voted	0.9076	3	3	xx-xxxxxxxxxxxxxxx	12516	NA	Complete	0	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	"Not voted, unregistered"	0.2671	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12555	NA	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	"Not voted, unregistered"	0.2671	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12555	NA	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	"Not voted, unregistered"	0.2671	3	3	xx-xxxxxxxxxxxxxxx	12555	NA	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	0	NA	match	0	mismatch	00/0/00	NA	NA	NA	NA	NA	1
1	"Not voted, unregistered"	0.2671	3	3	xx-xxxxxxxxxxxxxxx	12555	NA	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	NA	match	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
1	Voted	0.1227	3	3	xx-xxxxxxxx	12541	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	0	0	0	0	1	NA	mismatch	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
1	Voted	0.1227	3	3	xx-xxxxxxxxxxxxxxx	12541	NA	Complete	0	2. Registered at a different address	-1. Inapplicable	NA	0	0	0	0	0	NA	mismatch	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
1	Voted	0.1233	3	3	xx-xxxxxxxx	12542	NA	Complete	1	3. Not currently registered	1. Registered at this address	NA	0	0	0	0	0	NA	mismatch	0	mismatch	00/00/00	NA	NA	NA	NA	NA	1
1	Voted	0.1233	3	3	xx-xxxxxxxxxxxxxxxxxxxx	12542	NA	Complete	0	3. Not currently registered	1. Registered at this address	NA	1	0	0	0	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
1	Voted	0.3605	3	3	xx-xxxxxxxxxxxx	12552	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	1	1	0	0	NA	mismatch	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
1	Voted	0.3605	3	3	xx-xxxxxxxx	12552	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	mismatch	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
1	Voted	0.3605	3	3	xx-xxxxxxxx	12552	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	NA	NA	xx	11417	NA	Address does not have a permanently occupied household	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	NA	NA	xx	11419	NA	"OS only, no Hispanic/AA"	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	NA	NA	xx	11420	NA	"OS only, no Hispanic/AA"	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	NA	NA	xx	11438	NA	"OS only, no Hispanic/AA"	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	NA	NA	xx	11450	NA	"OS only, no Hispanic/AA"	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	NA	NA	xx	11457	NA	"OS only, no Hispanic/AA"	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	NA	NA	xx	11461	NA	Address does not have a permanently occupied household	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	NA	NA	xx	11503	NA	"Located, but unable to reach housing unit"	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	NA	NA	xx	30078	NA	Other non-contact	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	NA	NA	xx	30085	NA	Other non-contact	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
1	NA	NA	2	2	xxxxxxxxxxxxx	11456	NA	"OS only, no Hispanic/AA"	1	NA	NA	20080000	1	0	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	2
1	NA	NA	2	2	xxxxxxxxxxxxxx	30074	NA	Other non-contact	1	NA	NA	20120000	1	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	2
1	NA	NA	2	2	xxxxxxxxxxxxxx	11456	NA	"OS only, no Hispanic/AA"	1	NA	NA	20120000	1	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	2
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11504	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	30087	NA	"Refusal, pre-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	30087	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	0	0	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11489	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11493	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11493	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11506	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11506	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11506	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11502	NA	Address does not exist	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11486	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11486	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11506	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11463	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11426	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxxxxxx	11441	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11444	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	1	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11494	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	30084	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	30084	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11478	NA	Other contacts not complete	1	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11468	NA	Other non-contact	1	NA	NA	NA	0	1	1	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11494	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11482	NA	"Respondent not available, post-selection"	1	NA	NA	NA	1	1	0	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11424	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	30081	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11490	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11421	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11500	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	30076	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11442	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11496	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11496	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	30081	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11475	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11500	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11500	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11454	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11480	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11480	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	0	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11497	NA	Other non-contact	1	NA	NA	NA	1	1	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11471	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11469	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	30076	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
1	NA	NA	3	3	xx-xxxxxxxx	11477	NA	"OS only, no Hispanic/AA"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
